,account,number,cost,date,rowname,ind_row,report
348,Remedy Place,0-12,171569.07,12/31/2023,Total Inventory,22,Balance Sheet
349,Remedy Place,0-13,175507.95,1/31/2024,Total Inventory,22,Balance Sheet
350,Remedy Place,0-14,183302.67,2/29/2024,Total Inventory,22,Balance Sheet
351,Remedy Place,0-15,183695.78,3/31/2024,Total Inventory,22,Balance Sheet
353,Remedy Place,0-1,16763.15,1/31/2023,Prepaid Expenses,23,Balance Sheet
354,Remedy Place,0-2,16763.15,2/28/2023,Prepaid Expenses,23,Balance Sheet
355,Remedy Place,0-3,61763.15,3/31/2023,Prepaid Expenses,23,Balance Sheet
356,Remedy Place,0-4,15263.15,4/30/2023,Prepaid Expenses,23,Balance Sheet
357,Remedy Place,0-5,15263.15,5/31/2023,Prepaid Expenses,23,Balance Sheet
358,Remedy Place,0-6,65263.15,6/30/2023,Prepaid Expenses,23,Balance Sheet
359,Remedy Place,0-7,15263.15,7/31/2023,Prepaid Expenses,23,Balance Sheet
360,Remedy Place,0-8,172535.81,8/31/2023,Prepaid Expenses,23,Balance Sheet
361,Remedy Place,0-9,85808.14,9/30/2023,Prepaid Expenses,23,Balance Sheet
362,Remedy Place,0-10,66825.14,10/31/2023,Prepaid Expenses,23,Balance Sheet
363,Remedy Place,0-11,65772.69,11/30/2023,Prepaid Expenses,23,Balance Sheet
364,Remedy Place,0-12,5251.35,12/31/2023,Prepaid Expenses,23,Balance Sheet
365,Remedy Place,0-13,50023.79,1/31/2024,Prepaid Expenses,23,Balance Sheet
366,Remedy Place,0-14,50423.34,2/29/2024,Prepaid Expenses,23,Balance Sheet
367,Remedy Place,0-15,48288.16,3/31/2024,Prepaid Expenses,23,Balance Sheet
369,Remedy Place,0-1,0,1/31/2023,Seaport Holdings,24,Balance Sheet
370,Remedy Place,0-2,0,2/28/2023,Seaport Holdings,24,Balance Sheet
371,Remedy Place,0-3,0,3/31/2023,Seaport Holdings,24,Balance Sheet
372,Remedy Place,0-4,0,4/30/2023,Seaport Holdings,24,Balance Sheet
373,Remedy Place,0-5,0,5/31/2023,Seaport Holdings,24,Balance Sheet
374,Remedy Place,0-6,0,6/30/2023,Seaport Holdings,24,Balance Sheet
375,Remedy Place,0-7,0,7/31/2023,Seaport Holdings,24,Balance Sheet
376,Remedy Place,0-8,0,8/31/2023,Seaport Holdings,24,Balance Sheet
377,Remedy Place,0-9,0,9/30/2023,Seaport Holdings,24,Balance Sheet
378,Remedy Place,0-10,4208400,10/31/2023,Seaport Holdings,24,Balance Sheet
379,Remedy Place,0-11,4208400,11/30/2023,Seaport Holdings,24,Balance Sheet
380,Remedy Place,0-12,4208400,12/31/2023,Seaport Holdings,24,Balance Sheet
381,Remedy Place,0-13,4208400,1/31/2024,Seaport Holdings,24,Balance Sheet
382,Remedy Place,0-14,4208400,2/29/2024,Seaport Holdings,24,Balance Sheet
383,Remedy Place,0-15,4208400,3/31/2024,Seaport Holdings,24,Balance Sheet
385,Remedy Place,0-1,0,1/31/2023,Security Deposit,25,Balance Sheet
386,Remedy Place,0-2,0,2/28/2023,Security Deposit,25,Balance Sheet
387,Remedy Place,0-3,0,3/31/2023,Security Deposit,25,Balance Sheet
388,Remedy Place,0-4,0,4/30/2023,Security Deposit,25,Balance Sheet
389,Remedy Place,0-5,0,5/31/2023,Security Deposit,25,Balance Sheet
390,Remedy Place,0-6,0,6/30/2023,Security Deposit,25,Balance Sheet
391,Remedy Place,0-7,0,7/31/2023,Security Deposit,25,Balance Sheet
392,Remedy Place,0-8,9333,8/31/2023,Security Deposit,25,Balance Sheet
393,Remedy Place,0-9,9333,9/30/2023,Security Deposit,25,Balance Sheet
394,Remedy Place,0-10,95175.59,10/31/2023,Security Deposit,25,Balance Sheet
395,Remedy Place,0-11,95175.59,11/30/2023,Security Deposit,25,Balance Sheet
396,Remedy Place,0-12,95175.59,12/31/2023,Security Deposit,25,Balance Sheet
397,Remedy Place,0-13,95175.59,1/31/2024,Security Deposit,25,Balance Sheet
398,Remedy Place,0-14,95175.59,2/29/2024,Security Deposit,25,Balance Sheet
399,Remedy Place,0-15,95175.59,3/31/2024,Security Deposit,25,Balance Sheet
401,Remedy Place,0-1,0,1/31/2023,Start up Costs,26,Balance Sheet
402,Remedy Place,0-2,0,2/28/2023,Start up Costs,26,Balance Sheet
403,Remedy Place,0-3,0,3/31/2023,Start up Costs,26,Balance Sheet
404,Remedy Place,0-4,0,4/30/2023,Start up Costs,26,Balance Sheet
405,Remedy Place,0-5,0,5/31/2023,Start up Costs,26,Balance Sheet
406,Remedy Place,0-6,0,6/30/2023,Start up Costs,26,Balance Sheet
407,Remedy Place,0-7,0,7/31/2023,Start up Costs,26,Balance Sheet
408,Remedy Place,0-8,0,8/31/2023,Start up Costs,26,Balance Sheet
409,Remedy Place,0-9,0,9/30/2023,Start up Costs,26,Balance Sheet
410,Remedy Place,0-10,0,10/31/2023,Start up Costs,26,Balance Sheet
411,Remedy Place,0-11,0,11/30/2023,Start up Costs,26,Balance Sheet
412,Remedy Place,0-12,0,12/31/2023,Start up Costs,26,Balance Sheet
413,Remedy Place,0-13,0,1/31/2024,Start up Costs,26,Balance Sheet
414,Remedy Place,0-14,0,2/29/2024,Start up Costs,26,Balance Sheet
415,Remedy Place,0-15,0,3/31/2024,Start up Costs,26,Balance Sheet
417,Remedy Place,0-1,0,1/31/2023,Uncategorized Asset,27,Balance Sheet
418,Remedy Place,0-2,0,2/28/2023,Uncategorized Asset,27,Balance Sheet
419,Remedy Place,0-3,0,3/31/2023,Uncategorized Asset,27,Balance Sheet
420,Remedy Place,0-4,0,4/30/2023,Uncategorized Asset,27,Balance Sheet
421,Remedy Place,0-5,0,5/31/2023,Uncategorized Asset,27,Balance Sheet
422,Remedy Place,0-6,0,6/30/2023,Uncategorized Asset,27,Balance Sheet
423,Remedy Place,0-7,0,7/31/2023,Uncategorized Asset,27,Balance Sheet
424,Remedy Place,0-8,0,8/31/2023,Uncategorized Asset,27,Balance Sheet
425,Remedy Place,0-9,0,9/30/2023,Uncategorized Asset,27,Balance Sheet
426,Remedy Place,0-10,0,10/31/2023,Uncategorized Asset,27,Balance Sheet
427,Remedy Place,0-11,0,11/30/2023,Uncategorized Asset,27,Balance Sheet
428,Remedy Place,0-12,0,12/31/2023,Uncategorized Asset,27,Balance Sheet
429,Remedy Place,0-13,0,1/31/2024,Uncategorized Asset,27,Balance Sheet
430,Remedy Place,0-14,0,2/29/2024,Uncategorized Asset,27,Balance Sheet
431,Remedy Place,0-15,0,3/31/2024,Uncategorized Asset,27,Balance Sheet
433,Remedy Place,0-1,0,1/31/2023,Undeposited Funds,28,Balance Sheet
434,Remedy Place,0-2,0,2/28/2023,Undeposited Funds,28,Balance Sheet
435,Remedy Place,0-3,0,3/31/2023,Undeposited Funds,28,Balance Sheet
436,Remedy Place,0-4,0,4/30/2023,Undeposited Funds,28,Balance Sheet
437,Remedy Place,0-5,0,5/31/2023,Undeposited Funds,28,Balance Sheet
438,Remedy Place,0-6,0,6/30/2023,Undeposited Funds,28,Balance Sheet
439,Remedy Place,0-7,0,7/31/2023,Undeposited Funds,28,Balance Sheet
440,Remedy Place,0-8,0,8/31/2023,Undeposited Funds,28,Balance Sheet
441,Remedy Place,0-9,0,9/30/2023,Undeposited Funds,28,Balance Sheet
442,Remedy Place,0-10,0,10/31/2023,Undeposited Funds,28,Balance Sheet
443,Remedy Place,0-11,0,11/30/2023,Undeposited Funds,28,Balance Sheet
444,Remedy Place,0-12,0,12/31/2023,Undeposited Funds,28,Balance Sheet
445,Remedy Place,0-13,0,1/31/2024,Undeposited Funds,28,Balance Sheet
446,Remedy Place,0-14,0,2/29/2024,Undeposited Funds,28,Balance Sheet
447,Remedy Place,0-15,0,3/31/2024,Undeposited Funds,28,Balance Sheet
449,Remedy Place,0-1,165854.2,1/31/2023,Total Other Current Assets,29,Balance Sheet
450,Remedy Place,0-2,168563.83,2/28/2023,Total Other Current Assets,29,Balance Sheet
451,Remedy Place,0-3,215353.78,3/31/2023,Total Other Current Assets,29,Balance Sheet
452,Remedy Place,0-4,170664.16,4/30/2023,Total Other Current Assets,29,Balance Sheet
453,Remedy Place,0-5,172054.31,5/31/2023,Total Other Current Assets,29,Balance Sheet
454,Remedy Place,0-6,223389.09,6/30/2023,Total Other Current Assets,29,Balance Sheet
455,Remedy Place,0-7,11180398.68,7/31/2023,Total Other Current Assets,29,Balance Sheet
456,Remedy Place,0-8,11387202.48,8/31/2023,Total Other Current Assets,29,Balance Sheet
457,Remedy Place,0-9,11341156.7,9/30/2023,Total Other Current Assets,29,Balance Sheet
458,Remedy Place,0-10,11434662.36,10/31/2023,Total Other Current Assets,29,Balance Sheet
459,Remedy Place,0-11,11469628,11/30/2023,Total Other Current Assets,29,Balance Sheet
460,Remedy Place,0-12,11452297.28,12/31/2023,Total Other Current Assets,29,Balance Sheet
461,Remedy Place,0-13,11081004.08,1/31/2024,Total Other Current Assets,29,Balance Sheet
462,Remedy Place,0-14,10496566.3,2/29/2024,Total Other Current Assets,29,Balance Sheet
463,Remedy Place,0-15,9811380.17,3/31/2024,Total Other Current Assets,29,Balance Sheet
465,Remedy Place,0-1,4648988.93,1/31/2023,Total Current Assets,30,Balance Sheet
466,Remedy Place,0-2,4451094.01,2/28/2023,Total Current Assets,30,Balance Sheet
467,Remedy Place,0-3,3800475.93,3/31/2023,Total Current Assets,30,Balance Sheet
468,Remedy Place,0-4,2812445.9,4/30/2023,Total Current Assets,30,Balance Sheet
469,Remedy Place,0-5,17733788.05,5/31/2023,Total Current Assets,30,Balance Sheet
470,Remedy Place,0-6,16712929.41,6/30/2023,Total Current Assets,30,Balance Sheet
471,Remedy Place,0-7,16070894.72,7/31/2023,Total Current Assets,30,Balance Sheet
472,Remedy Place,0-8,15531160.86,8/31/2023,Total Current Assets,30,Balance Sheet
473,Remedy Place,0-9,14476299.23,9/30/2023,Total Current Assets,30,Balance Sheet
474,Remedy Place,0-10,13724266.09,10/31/2023,Total Current Assets,30,Balance Sheet
475,Remedy Place,0-11,13159503.77,11/30/2023,Total Current Assets,30,Balance Sheet
476,Remedy Place,0-12,12408804.3,12/31/2023,Total Current Assets,30,Balance Sheet
477,Remedy Place,0-13,11534316.12,1/31/2024,Total Current Assets,30,Balance Sheet
478,Remedy Place,0-14,10871989.59,2/29/2024,Total Current Assets,30,Balance Sheet
479,Remedy Place,0-15,10271177.66,3/31/2024,Total Current Assets,30,Balance Sheet
481,Remedy Place,0-1,,1/31/2023,Fixed Assets,31,Balance Sheet
482,Remedy Place,0-2,,2/28/2023,Fixed Assets,31,Balance Sheet
483,Remedy Place,0-3,,3/31/2023,Fixed Assets,31,Balance Sheet
484,Remedy Place,0-4,,4/30/2023,Fixed Assets,31,Balance Sheet
485,Remedy Place,0-5,,5/31/2023,Fixed Assets,31,Balance Sheet
486,Remedy Place,0-6,,6/30/2023,Fixed Assets,31,Balance Sheet
487,Remedy Place,0-7,,7/31/2023,Fixed Assets,31,Balance Sheet
488,Remedy Place,0-8,,8/31/2023,Fixed Assets,31,Balance Sheet
489,Remedy Place,0-9,,9/30/2023,Fixed Assets,31,Balance Sheet
490,Remedy Place,0-10,,10/31/2023,Fixed Assets,31,Balance Sheet
491,Remedy Place,0-11,,11/30/2023,Fixed Assets,31,Balance Sheet
492,Remedy Place,0-12,,12/31/2023,Fixed Assets,31,Balance Sheet
493,Remedy Place,0-13,,1/31/2024,Fixed Assets,31,Balance Sheet
494,Remedy Place,0-14,,2/29/2024,Fixed Assets,31,Balance Sheet
495,Remedy Place,0-15,,3/31/2024,Fixed Assets,31,Balance Sheet
497,Remedy Place,0-1,-70739.21,1/31/2023,Accumulated Depreciation - Furniture,32,Balance Sheet
498,Remedy Place,0-2,-70739.21,2/28/2023,Accumulated Depreciation - Furniture,32,Balance Sheet
499,Remedy Place,0-3,-70739.21,3/31/2023,Accumulated Depreciation - Furniture,32,Balance Sheet
500,Remedy Place,0-4,-70739.21,4/30/2023,Accumulated Depreciation - Furniture,32,Balance Sheet
501,Remedy Place,0-5,-70739.21,5/31/2023,Accumulated Depreciation - Furniture,32,Balance Sheet
502,Remedy Place,0-6,-70739.21,6/30/2023,Accumulated Depreciation - Furniture,32,Balance Sheet
503,Remedy Place,0-7,-70739.21,7/31/2023,Accumulated Depreciation - Furniture,32,Balance Sheet
504,Remedy Place,0-8,-70739.21,8/31/2023,Accumulated Depreciation - Furniture,32,Balance Sheet
505,Remedy Place,0-9,-70739.21,9/30/2023,Accumulated Depreciation - Furniture,32,Balance Sheet
506,Remedy Place,0-10,-70739.21,10/31/2023,Accumulated Depreciation - Furniture,32,Balance Sheet
507,Remedy Place,0-11,-70739.21,11/30/2023,Accumulated Depreciation - Furniture,32,Balance Sheet
508,Remedy Place,0-12,-70739.21,12/31/2023,Accumulated Depreciation - Furniture,32,Balance Sheet
509,Remedy Place,0-13,-70739.21,1/31/2024,Accumulated Depreciation - Furniture,32,Balance Sheet
510,Remedy Place,0-14,-70739.21,2/29/2024,Accumulated Depreciation - Furniture,32,Balance Sheet
511,Remedy Place,0-15,-70739.21,3/31/2024,Accumulated Depreciation - Furniture,32,Balance Sheet
513,Remedy Place,0-1,-826544.86,1/31/2023,Accumulated Depreciation - Improvements,33,Balance Sheet
514,Remedy Place,0-2,-826544.86,2/28/2023,Accumulated Depreciation - Improvements,33,Balance Sheet
515,Remedy Place,0-3,-826544.86,3/31/2023,Accumulated Depreciation - Improvements,33,Balance Sheet
516,Remedy Place,0-4,-826544.86,4/30/2023,Accumulated Depreciation - Improvements,33,Balance Sheet
517,Remedy Place,0-5,-826544.86,5/31/2023,Accumulated Depreciation - Improvements,33,Balance Sheet
518,Remedy Place,0-6,-826544.86,6/30/2023,Accumulated Depreciation - Improvements,33,Balance Sheet
519,Remedy Place,0-7,-826544.86,7/31/2023,Accumulated Depreciation - Improvements,33,Balance Sheet
520,Remedy Place,0-8,-826544.86,8/31/2023,Accumulated Depreciation - Improvements,33,Balance Sheet
521,Remedy Place,0-9,-826544.86,9/30/2023,Accumulated Depreciation - Improvements,33,Balance Sheet
522,Remedy Place,0-10,-826544.86,10/31/2023,Accumulated Depreciation - Improvements,33,Balance Sheet
523,Remedy Place,0-11,-826544.86,11/30/2023,Accumulated Depreciation - Improvements,33,Balance Sheet
524,Remedy Place,0-12,-826544.86,12/31/2023,Accumulated Depreciation - Improvements,33,Balance Sheet
525,Remedy Place,0-13,-826544.86,1/31/2024,Accumulated Depreciation - Improvements,33,Balance Sheet
526,Remedy Place,0-14,-826544.86,2/29/2024,Accumulated Depreciation - Improvements,33,Balance Sheet
527,Remedy Place,0-15,-826544.86,3/31/2024,Accumulated Depreciation - Improvements,33,Balance Sheet
529,Remedy Place,0-1,-503456.43,1/31/2023,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
530,Remedy Place,0-2,-503963.24,2/28/2023,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
531,Remedy Place,0-3,-504470.05,3/31/2023,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
532,Remedy Place,0-4,-504976.86,4/30/2023,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
533,Remedy Place,0-5,-505483.67,5/31/2023,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
534,Remedy Place,0-6,-505990.48,6/30/2023,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
535,Remedy Place,0-7,-506497.29,7/31/2023,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
536,Remedy Place,0-8,-507355.47,8/31/2023,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
537,Remedy Place,0-9,-508213.65,9/30/2023,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
538,Remedy Place,0-10,-509071.83,10/31/2023,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
539,Remedy Place,0-11,-509930.01,11/30/2023,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
540,Remedy Place,0-12,-510788.19,12/31/2023,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
541,Remedy Place,0-13,-510788.19,1/31/2024,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
542,Remedy Place,0-14,-510788.19,2/29/2024,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
543,Remedy Place,0-15,-510788.19,3/31/2024,Accumulated Depreciation - Machinery & Equip,34,Balance Sheet
545,Remedy Place,0-1,-27678,1/31/2023,Accumulated Depreciation - Start-up,35,Balance Sheet
546,Remedy Place,0-2,-27678,2/28/2023,Accumulated Depreciation - Start-up,35,Balance Sheet
547,Remedy Place,0-3,-27678,3/31/2023,Accumulated Depreciation - Start-up,35,Balance Sheet
548,Remedy Place,0-4,-27678,4/30/2023,Accumulated Depreciation - Start-up,35,Balance Sheet
549,Remedy Place,0-5,-27678,5/31/2023,Accumulated Depreciation - Start-up,35,Balance Sheet
550,Remedy Place,0-6,-27678,6/30/2023,Accumulated Depreciation - Start-up,35,Balance Sheet
551,Remedy Place,0-7,-27678,7/31/2023,Accumulated Depreciation - Start-up,35,Balance Sheet
552,Remedy Place,0-8,-27678,8/31/2023,Accumulated Depreciation - Start-up,35,Balance Sheet
553,Remedy Place,0-9,-27678,9/30/2023,Accumulated Depreciation - Start-up,35,Balance Sheet
554,Remedy Place,0-10,-27678,10/31/2023,Accumulated Depreciation - Start-up,35,Balance Sheet
555,Remedy Place,0-11,-27678,11/30/2023,Accumulated Depreciation - Start-up,35,Balance Sheet
556,Remedy Place,0-12,-27678,12/31/2023,Accumulated Depreciation - Start-up,35,Balance Sheet
557,Remedy Place,0-13,-27678,1/31/2024,Accumulated Depreciation - Start-up,35,Balance Sheet
558,Remedy Place,0-14,-27678,2/29/2024,Accumulated Depreciation - Start-up,35,Balance Sheet
559,Remedy Place,0-15,-27678,3/31/2024,Accumulated Depreciation - Start-up,35,Balance Sheet
561,Remedy Place,0-1,14517.77,1/31/2023,Building Improvements - NYC,36,Balance Sheet
562,Remedy Place,0-2,14517.77,2/28/2023,Building Improvements - NYC,36,Balance Sheet
563,Remedy Place,0-3,14517.77,3/31/2023,Building Improvements - NYC,36,Balance Sheet
564,Remedy Place,0-4,68547.14,4/30/2023,Building Improvements - NYC,36,Balance Sheet
565,Remedy Place,0-5,168547.14,5/31/2023,Building Improvements - NYC,36,Balance Sheet
566,Remedy Place,0-6,734634.33,6/30/2023,Building Improvements - NYC,36,Balance Sheet
567,Remedy Place,0-7,891384.33,7/31/2023,Building Improvements - NYC,36,Balance Sheet
568,Remedy Place,0-8,1116384.33,8/31/2023,Building Improvements - NYC,36,Balance Sheet
569,Remedy Place,0-9,1435064.4,9/30/2023,Building Improvements - NYC,36,Balance Sheet
570,Remedy Place,0-10,1781144.29,10/31/2023,Building Improvements - NYC,36,Balance Sheet
571,Remedy Place,0-11,1917032.01,11/30/2023,Building Improvements - NYC,36,Balance Sheet
572,Remedy Place,0-12,2102636.01,12/31/2023,Building Improvements - NYC,36,Balance Sheet
573,Remedy Place,0-13,2116287.68,1/31/2024,Building Improvements - NYC,36,Balance Sheet
574,Remedy Place,0-14,2094488.15,2/29/2024,Building Improvements - NYC,36,Balance Sheet
575,Remedy Place,0-15,2225923.31,3/31/2024,Building Improvements - NYC,36,Balance Sheet
577,Remedy Place,0-1,-190716.83,1/31/2023,Depreciation,37,Balance Sheet
578,Remedy Place,0-2,-204902.38,2/28/2023,Depreciation,37,Balance Sheet
579,Remedy Place,0-3,-219087.93,3/31/2023,Depreciation,37,Balance Sheet
580,Remedy Place,0-4,-233273.48,4/30/2023,Depreciation,37,Balance Sheet
581,Remedy Place,0-5,-247459.03,5/31/2023,Depreciation,37,Balance Sheet
582,Remedy Place,0-6,-261644.58,6/30/2023,Depreciation,37,Balance Sheet
583,Remedy Place,0-7,-275830.13,7/31/2023,Depreciation,37,Balance Sheet
584,Remedy Place,0-8,-290015.68,8/31/2023,Depreciation,37,Balance Sheet
585,Remedy Place,0-9,-304294.4,9/30/2023,Depreciation,37,Balance Sheet
586,Remedy Place,0-10,-318573.12,10/31/2023,Depreciation,37,Balance Sheet
587,Remedy Place,0-11,-332851.84,11/30/2023,Depreciation,37,Balance Sheet
588,Remedy Place,0-12,-347130.56,12/31/2023,Depreciation,37,Balance Sheet
589,Remedy Place,0-13,-347130.56,1/31/2024,Depreciation,37,Balance Sheet
590,Remedy Place,0-14,-347130.56,2/29/2024,Depreciation,37,Balance Sheet
591,Remedy Place,0-15,-347130.56,3/31/2024,Depreciation,37,Balance Sheet
593,Remedy Place,0-1,1965039.49,1/31/2023,Original cost,38,Balance Sheet
594,Remedy Place,0-2,1977778.45,2/28/2023,Original cost,38,Balance Sheet
595,Remedy Place,0-3,1985032.45,3/31/2023,Original cost,38,Balance Sheet
596,Remedy Place,0-4,2015164.61,4/30/2023,Original cost,38,Balance Sheet
597,Remedy Place,0-5,2015164.61,5/31/2023,Original cost,38,Balance Sheet
598,Remedy Place,0-6,2023152.11,6/30/2023,Original cost,38,Balance Sheet
599,Remedy Place,0-7,2023152.11,7/31/2023,Original cost,38,Balance Sheet
600,Remedy Place,0-8,2073929.13,8/31/2023,Original cost,38,Balance Sheet
601,Remedy Place,0-9,2082353.46,9/30/2023,Original cost,38,Balance Sheet
602,Remedy Place,0-10,2082353.46,10/31/2023,Original cost,38,Balance Sheet
603,Remedy Place,0-11,2082353.46,11/30/2023,Original cost,38,Balance Sheet
604,Remedy Place,0-12,2082353.46,12/31/2023,Original cost,38,Balance Sheet
605,Remedy Place,0-13,2082353.46,1/31/2024,Original cost,38,Balance Sheet
606,Remedy Place,0-14,2082353.46,2/29/2024,Original cost,38,Balance Sheet
607,Remedy Place,0-15,2082353.46,3/31/2024,Original cost,38,Balance Sheet
609,Remedy Place,0-1,1788840.43,1/31/2023,Total Building Improvements - NYC,39,Balance Sheet
610,Remedy Place,0-2,1787393.84,2/28/2023,Total Building Improvements - NYC,39,Balance Sheet
611,Remedy Place,0-3,1780462.29,3/31/2023,Total Building Improvements - NYC,39,Balance Sheet
612,Remedy Place,0-4,1850438.27,4/30/2023,Total Building Improvements - NYC,39,Balance Sheet
613,Remedy Place,0-5,1936252.72,5/31/2023,Total Building Improvements - NYC,39,Balance Sheet
614,Remedy Place,0-6,2496141.86,6/30/2023,Total Building Improvements - NYC,39,Balance Sheet
615,Remedy Place,0-7,2638706.31,7/31/2023,Total Building Improvements - NYC,39,Balance Sheet
616,Remedy Place,0-8,2900297.78,8/31/2023,Total Building Improvements - NYC,39,Balance Sheet
617,Remedy Place,0-9,3213123.46,9/30/2023,Total Building Improvements - NYC,39,Balance Sheet
618,Remedy Place,0-10,3544924.63,10/31/2023,Total Building Improvements - NYC,39,Balance Sheet
619,Remedy Place,0-11,3666533.63,11/30/2023,Total Building Improvements - NYC,39,Balance Sheet
620,Remedy Place,0-12,3837858.91,12/31/2023,Total Building Improvements - NYC,39,Balance Sheet
621,Remedy Place,0-13,3851510.58,1/31/2024,Total Building Improvements - NYC,39,Balance Sheet
622,Remedy Place,0-14,3829711.05,2/29/2024,Total Building Improvements - NYC,39,Balance Sheet
623,Remedy Place,0-15,3961146.21,3/31/2024,Total Building Improvements - NYC,39,Balance Sheet
625,Remedy Place,0-1,24514,1/31/2023,Club Build-out/Improvements - Century City,40,Balance Sheet
626,Remedy Place,0-2,24514,2/28/2023,Club Build-out/Improvements - Century City,40,Balance Sheet
627,Remedy Place,0-3,24514,3/31/2023,Club Build-out/Improvements - Century City,40,Balance Sheet
628,Remedy Place,0-4,24514,4/30/2023,Club Build-out/Improvements - Century City,40,Balance Sheet
629,Remedy Place,0-5,24514,5/31/2023,Club Build-out/Improvements - Century City,40,Balance Sheet
